"work_year","job_title","job_category","salary_currency","salary","salary_in_usd","employee_residence","experience_level","employment_type","work_setting","company_location","company_size"
"2022","Data Engineer","Data Engineering","USD","145000","145000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","135000","135000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","100000","100000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","247500","247500","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","172200","172200","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","177500","177500","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","134000","134000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","192564","192564","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","144854","144854","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","130000","130000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","105000","105000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","179305","179305","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","142127","142127","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","315000","315000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","225000","225000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","243900","243900","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","156600","156600","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","206000","206000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","160000","160000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","109000","109000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","79000","79000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","160000","160000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","109000","109000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Scientist Lead","Data Science and Research","EUR","85000","89306","Austria","Mid-level","Full-time","Hybrid","Austria","L"
"2022","Data Engineer","Data Engineering","USD","182500","182500","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","128500","128500","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","160000","160000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","90000","90000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Manager","Leadership and Management","USD","77300","77300","United States","Entry-level","Full-time","Remote","United States","M"
"2022","Data Manager","Leadership and Management","USD","45600","45600","United States","Entry-level","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","127000","127000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","110000","110000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","210000","210000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","136000","136000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","170000","170000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","140000","140000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","247500","247500","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","172200","172200","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","184100","184100","United States","Senior","Full-time","In-person","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","130000","130000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","90000","90000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","120000","120000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","100000","100000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","85000","85000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","78000","78000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","161000","161000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","110000","110000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","136000","136000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","104000","104000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","EUR","45000","47280","Spain","Senior","Full-time","In-person","Spain","M"
"2022","Data Scientist","Data Science and Research","EUR","36000","37824","Spain","Senior","Full-time","In-person","Spain","M"
"2022","Head of Data","Leadership and Management","USD","205000","205000","United States","Executive","Full-time","In-person","United States","M"
"2022","Head of Data","Leadership and Management","USD","160000","160000","United States","Executive","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","169000","169000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","110600","110600","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","GBP","50000","61566","United Kingdom","Entry-level","Full-time","Remote","United Kingdom","M"
"2022","Data Engineer","Data Engineering","GBP","40000","49253","United Kingdom","Entry-level","Full-time","Remote","United Kingdom","M"
"2022","Data Engineer","Data Engineering","USD","160000","160000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","130000","130000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","245000","245000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","180000","180000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","135000","135000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","100000","100000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","220000","220000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","150000","150000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","198440","198440","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Scientist","Data Science and Research","USD","144000","144000","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Engineer","Data Engineering","USD","240000","240000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","170000","170000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","198440","198440","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","144000","144000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","150000","150000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","100000","100000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","120000","120000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","95000","95000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","GBP","47000","57872","United Kingdom","Mid-level","Full-time","Hybrid","United Kingdom","M"
"2022","Data Analyst","Data Analysis","USD","64000","64000","United States","Entry-level","Full-time","Remote","United States","L"
"2022","Data Scientist","Data Science and Research","EUR","38000","39925","France","Entry-level","Full-time","Hybrid","France","L"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","187200","187200","Canada","Senior","Full-time","Remote","Canada","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","116100","116100","Canada","Senior","Full-time","Remote","Canada","M"
"2022","Data Analyst","Data Analysis","USD","150000","150000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","127000","127000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","275000","275000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","166000","166000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","159699","159699","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","138938","138938","United States","Senior","Full-time","In-person","United States","M"
"2022","BI Analyst","BI and Visualization","USD","76000","76000","United States","Entry-level","Full-time","Hybrid","United States","L"
"2022","Data Analyst","Data Analysis","USD","166700","166700","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","119000","119000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","130000","130000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","100000","100000","United States","Senior","Full-time","In-person","United States","M"
"2022","Analytics Engineer","Leadership and Management","GBP","84000","103432","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2022","Analytics Engineer","Leadership and Management","GBP","75000","92350","United Kingdom","Senior","Full-time","In-person","United Kingdom","M"
"2022","Data Analyst","Data Analysis","USD","80000","80000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","52500","52500","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","236000","236000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","182000","182000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","180000","180000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","140000","140000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","156400","156400","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","135000","135000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","100000","100000","United States","Senior","Full-time","Remote","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","204500","204500","United States","Senior","Full-time","In-person","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","142200","142200","United States","Senior","Full-time","In-person","United States","M"
"2022","Research Engineer","Data Science and Research","USD","240000","240000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","125404","125404","China","Entry-level","Part-time","Hybrid","United States","S"
"2022","Data Engineer","Data Engineering","USD","300000","300000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","130000","130000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","195000","195000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","175000","175000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","155000","155000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","110000","110000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Operations Analyst","Data Quality and Operations","USD","123000","123000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Operations Analyst","Data Quality and Operations","USD","92250","92250","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","170000","170000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","150000","150000","United States","Senior","Full-time","In-person","United States","M"
"2022","ML Engineer","Machine Learning and AI","USD","180000","180000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","ML Engineer","Machine Learning and AI","USD","100000","100000","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","97000","97000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","90000","90000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","200000","200000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","160000","160000","United States","Senior","Full-time","In-person","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","210000","210000","United States","Senior","Full-time","Remote","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","180000","180000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","260000","260000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","180000","180000","United States","Senior","Full-time","In-person","United States","M"
"2022","Analytics Engineer","Leadership and Management","USD","210000","210000","United States","Executive","Full-time","Remote","United States","M"
"2022","Analytics Engineer","Leadership and Management","USD","157000","157000","United States","Executive","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","180000","180000","United States","Entry-level","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","100000","100000","United States","Entry-level","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","80000","80000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","52500","52500","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","128000","128000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","81500","81500","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Operations Engineer","Data Quality and Operations","USD","105000","105000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Operations Engineer","Data Quality and Operations","USD","70000","70000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","175000","175000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","122500","122500","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","171000","171000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","117000","117000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","202800","202800","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Scientist","Data Science and Research","USD","104300","104300","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Analyst","Data Analysis","EUR","48000","50432","Spain","Senior","Full-time","In-person","Spain","M"
"2022","Data Analyst","Data Analysis","EUR","35000","36773","Spain","Senior","Full-time","In-person","Spain","M"
"2022","Data Engineer","Data Engineering","USD","197000","197000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","99000","99000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","160000","160000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","110000","110000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","30000","30000","Mexico","Mid-level","Full-time","Remote","Mexico","L"
"2022","Analytics Engineer","Leadership and Management","USD","78000","78000","Brazil","Mid-level","Full-time","Remote","Brazil","M"
"2022","Analytics Engineer","Leadership and Management","USD","48000","48000","Brazil","Mid-level","Full-time","Remote","Brazil","M"
"2022","Data Engineer","Data Engineering","USD","170000","170000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","130000","130000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","150000","150000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","95000","95000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","78000","78000","Brazil","Mid-level","Full-time","Remote","Brazil","M"
"2022","Data Engineer","Data Engineering","USD","42000","42000","Brazil","Mid-level","Full-time","Remote","Brazil","M"
"2022","Data Architect","Data Architecture and Modeling","USD","345600","345600","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","230400","230400","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","145000","145000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","115000","115000","United States","Senior","Full-time","In-person","United States","M"
"2022","BI Analyst","BI and Visualization","USD","78000","78000","Brazil","Mid-level","Full-time","Remote","Brazil","M"
"2022","BI Analyst","BI and Visualization","USD","48000","48000","Brazil","Mid-level","Full-time","Remote","Brazil","M"
"2022","Data Analyst","Data Analysis","USD","175950","175950","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","130050","130050","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","205600","205600","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Engineer","Data Engineering","USD","105700","105700","United States","Senior","Full-time","In-person","United States","L"
"2022","Data Analyst","Data Analysis","USD","236600","236600","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","89200","89200","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","84000","84000","Brazil","Mid-level","Full-time","Remote","Brazil","M"
"2022","Data Scientist","Data Science and Research","USD","54000","54000","Brazil","Mid-level","Full-time","Remote","Brazil","M"
"2022","Data Scientist","Data Science and Research","USD","80000","80000","United States","Entry-level","Full-time","Remote","United States","L"
"2022","Marketing Data Analyst","Data Analysis","USD","200000","200000","United Kingdom","Senior","Full-time","Remote","United Kingdom","S"
"2022","Data Scientist","Data Science and Research","CAD","96000","73742","Canada","Entry-level","Full-time","Remote","Canada","L"
"2022","Data Science Lead","Data Science and Research","USD","165000","165000","United States","Senior","Full-time","Hybrid","United States","S"
"2022","Data Scientist","Data Science and Research","GBP","27000","33246","United Kingdom","Entry-level","Full-time","Hybrid","United Kingdom","L"
"2022","Data Engineer","Data Engineering","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","169000","169000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","110600","110600","United States","Senior","Full-time","In-person","United States","M"
"2021","Data Engineer","Data Engineering","AUD","100000","75050","Australia","Mid-level","Full-time","Hybrid","Australia","L"
"2022","Data Engineer","Data Engineering","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","184100","184100","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","156400","156400","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","Machine Learning Engineer","Machine Learning and AI","USD","108000","108000","United States","Entry-level","Full-time","In-person","United States","S"
"2022","Data Scientist","Data Science and Research","USD","155000","155000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","38000","38000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","85000","85000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","65000","65000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","155000","155000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","38000","38000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","GBP","90000","110820","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2022","Data Engineer","Data Engineering","GBP","75000","92350","United Kingdom","Mid-level","Full-time","In-person","United Kingdom","M"
"2022","Data Scientist","Data Science and Research","USD","153600","153600","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","106800","106800","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","185000","185000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","50000","50000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","155000","155000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","38000","38000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","168000","168000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","130000","130000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","123400","123400","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","88100","88100","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","120000","120000","United States","Senior","Full-time","Remote","United States","S"
"2022","Data Scientist","Data Science and Research","USD","55000","55000","United States","Senior","Full-time","Remote","United States","S"
"2022","Data Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","191200","191200","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","130000","130000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","169000","169000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","110600","110600","United States","Senior","Full-time","In-person","United States","M"
"2022","Analytics Engineer","Leadership and Management","USD","150000","150000","United States","Senior","Full-time","In-person","United States","M"
"2022","Analytics Engineer","Leadership and Management","USD","120000","120000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Science Consultant","Data Science and Research","USD","139000","139000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Science Consultant","Data Science and Research","USD","122000","122000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","139600","139600","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","85700","85700","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","185000","185000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","50000","50000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","225000","225000","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","156400","156400","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Scientist","Data Science and Research","USD","200000","200000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","175000","175000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","185900","185900","United States","Senior","Full-time","In-person","United States","M"
"2022","Data Engineer","Data Engineering","USD","129300","129300","United States","Senior","Full-time","In-person","United States","M"
"2022","ML Engineer","Machine Learning and AI","USD","148500","148500","United States","Mid-level","Full-time","Remote","United States","L"
"2022","ML Engineer","Machine Learning and AI","USD","98200","98200","United States","Mid-level","Full-time","Remote","United States","L"
"2022","Data Analyst","Data Analysis","USD","115000","115000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Analyst","Data Analysis","USD","95000","95000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","225000","225000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","66000","66000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","185000","185000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","50000","50000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","EUR","45000","47280","Spain","Senior","Full-time","In-person","Spain","M"
"2022","Data Scientist","Data Science and Research","EUR","36000","37824","Spain","Senior","Full-time","In-person","Spain","M"
"2022","Data Manager","Leadership and Management","USD","134000","134000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Manager","Leadership and Management","USD","98000","98000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","105000","105000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","Data Analyst","Data Analysis","USD","62000","62000","United States","Mid-level","Full-time","In-person","United States","M"
"2022","BI Data Analyst","Data Analysis","USD","57000","57000","United States","Entry-level","Full-time","Remote","United States","L"
"2022","Big Data Engineer","Data Engineering","CAD","210000","161311","Canada","Senior","Full-time","Hybrid","Canada","M"
"2022","Data Scientist","Data Science and Research","USD","144200","144200","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","115360","115360","United States","Mid-level","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","AUD","120000","83171","Australia","Mid-level","Full-time","In-person","Australia","L"
"2022","Data Engineer","Data Engineering","EUR","70000","73546","Portugal","Senior","Full-time","In-person","Portugal","M"
"2022","Data Engineer","Data Engineering","EUR","40000","42026","Portugal","Senior","Full-time","In-person","Portugal","M"
"2022","Data Engineer","Data Engineering","USD","170000","170000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Engineer","Data Engineering","USD","150000","150000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","180000","180000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Architect","Data Architecture and Modeling","USD","160000","160000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Scientist","Data Science and Research","USD","108000","108000","United States","Mid-level","Full-time","Hybrid","United States","L"
"2022","Machine Learning Manager","Machine Learning and AI","USD","200000","200000","United States","Senior","Full-time","Remote","United States","M"
"2022","Machine Learning Manager","Machine Learning and AI","USD","150000","150000","United States","Senior","Full-time","Remote","United States","M"
"2022","Data Manager","Leadership and Management","CAD","164000","125976","Canada","Executive","Full-time","Hybrid","Canada","L"
"2022","Data Engineer","Data Engineering","USD","188700","188700","United States","Senior","Full-time","Remote","United States","M"
